Text,X,Y,Width,Height,Score,Page
Part5托幅TPO字巢：其他,313.5,10.5,111,13,0.8337205597299673,584
MP3 511,40.0,21.5,60,25,0.760495050758826,584
"• The newly discovered primitive society is undergoing rapid change, and",186.0,60.5,316,13,0.781864060158157,584
may be assimilated very quickly.,107.0,74.0,144,12,0.8287887245848222,584
這個新發現的原始社會正在经歷快速轉变，可能很快就會被同化,156.0,86.5,242,13,0.866624416568946,584
understandable [And>standob[],92.0,110.0,154,14,0.8194530825479887,584
understand/able,107.5,130.5,77,17,0.8920607709960445,584
可以理解的,218.5,130.5,63,17,0.8274354208678755,584
understand /able,108.5,144.0,71,14,0.7859887052666976,584
no wonder,218.0,145.5,62,17,0.9648510295365538,584
"■ Since he just lost his job, it is understandable that he is worried and",176.5,164.5,297,13,0.8772516553780357,584
depressed.,58.5,179.0,49,14,0.7668644124454929,584
因為他刚丢掉工作·现在會泪養是可以理解的,131.5,193.0,193,14,0.8542990460843244,584
urbane [sben],50.5,215.75,75,17,0.7492395023847597,584
urb/ane,107.5,235.5,45,19,0.853587827285559,584
团有禮貌的，有教養的,237.0,235.5,96,13,0.8361966379109893,584
city/形容字尾,120.0,248.5,68,17,0.8389442254848962,584
cultivated,215.0,250.0,54,14,0.7773205732472759,584
● Her new boyfriend is a charming and urbane man.,139.0,269.0,226,18,0.7130813917158636,584
她新交的男朋友·魅力十足又十分有,111.5,283.5,153,13,0.9228327989473508,584
vast [vest],40.5,307.5,55,17,0.8711806809597735,584
廣大的,54.0,327.0,46,18,0.9348679682089902,584
huge,206.0,327.5,38,19,0.8674395403617786,584
■ There is a vast expanse of wasteland beyond the river.,147.0,345.75,244,19,0.821409334439949,584
河對岸有一片簧大的荒地·,86.5,359.5,101,13,0.7068815720408727,584
vastly [vestt],49.5,382.5,73,17,0.917707068129715,584
大地,53.5,403.5,45,15,0.873733600211897,584
greatly,210.0,404.5,42,15,0.7899460292397669,584
• These two dialects are vastly different from each other.,150.0,423.5,248,15,0.8982791827542573,584
這南種方营有枢大的差,86.5,437.5,101,13,0.8390960294141054,584
vigorous [ vigoros],60.0,462.0,92,18,0.7682834082370391,584
活力旺盛的,219.5,480.5,63,17,0.8058889665183073,584
vig/orous,107.5,481.0,55,20,0.8044488512762922,584
strong/形容润字尾,110.0,493.5,78,19,0.9229794662990188,584
图strong and healthy,234.5,495.5,93,17,0.9483547120085317,584
• The transplanted tree remains vigorous,117.0,515.0,178,14,0.707688045847077,584
移植遇来的想仍然生命力旺盛,94.5,528.0,119,14,0.9233917638641567,584
MP3512,39.5,14.0,65,22,0.8058066652052932,585
vulnerable[valnorob],70.0,58.0,118,14,0.8201765412867369,585
vulner/able,110.5,79.0,65,18,0.78793569365985,585
易受傷害的,234.0,79.5,66,17,0.8016363809907084,585
wound/able,110.0,93.5,66,17,0.9718333073817785,585
open to attack,239.5,95.0,81,14,0.8672754941991535,585
■ Small fish are vulnerable to predators.,118.5,116.0,193,18,0.7893828673926518,585
小魚容易到掠食者的攻。,91.5,131.5,121,13,0.9310631986094359,585
whereas [hwer az],59.5,158.0,97,14,0.8383009655772822,585
然而,47.5,180.0,41,18,0.7542833174580313,585
"although, while",241.0,180.5,86,17,0.8916783974624224,585
■ A lama is a Tibetan monk whereas a llama is a South American animal.,197.5,201.5,345,13,0.8879487983192625,585
是西藏·羊測是一種南美動物·,119.0,216.5,172,13,0.6112167100031924,585
MP3017,45.5,14.0,61,24,0.8286212942612131,59
● The application process takes about three months.,147.0,54.5,232,15,0.7700734601207352,59
申請作程序大约要三周月·,96.5,68.0,113,16,0.8550596369508643,59
• This plant processes nearly one thousand tons of sewage a day.,176.0,89.0,290,16,0.8097444376317976,59
这家工廠每天虑理近干顺水,100.0,103.5,120,13,0.7450494518806595,59
pro-life (pro larf],61.5,141.5,85,17,0.804516390992236,59
pro/life,115.5,162.0,49,22,0.8810603980619013,59
反胎的,226.0,169.0,54,14,0.8135239363540827,59
for/life,115.5,175.0,43,18,0.8083918315633081,59
● There's a pro-life demonstration on the square.,141.0,196.25,220,19,0.8593845959969754,59
廣場上正在進行反胎示威进行。,106.0,210.5,130,13,0.9714152341918018,59
progenitor [pro°dynota),78.5,236.5,117,17,0.9201671018170705,59
pro/gen/itor,115.0,255.5,74,17,0.9204918776796309,59
祖先：前，先,244.5,256.0,91,14,0.981616415040698,59
before/born/person,115.5,269.5,95,19,0.8648172780564681,59
progeny後代,240.5,271.5,85,17,0.9658894694277219,59
■ Humans and monkeys share the same progenitor,145.5,291.5,227,13,0.8455765307027225,59
人额與猴子有共同的祖先,92.5,306.0,103,10,0.8134117296535087,59
● Sigmund Freud was the progenitor of modern psychology,166.5,327.5,267,13,0.7956380989925946,59
西格蒙德·弗洛伊德是现代心理學的始祖,123.0,340.5,162,9,0.913214570389693,59
"prologue [pro,lg]",67.0,364.5,94,17,0.878702832730834,59
pro/logue,115.5,385.0,55,18,0.7991814384981449,59
图序·前营,226.0,392.0,54,14,0.7651569647717827,59
before/word,107.0,398.5,64,17,0.8164005284222867,59
•I often skip over the prologue while reading stories.,152.0,419.5,240,15,0.9041815122050763,59
我看小说的時候經常跳遇序营不看·,109.5,434.5,137,13,0.8476804613721723,59
prolong (pralbg),62.5,459.0,85,18,0.7902965268474429,59
pro/long,115.5,478.5,53,21,0.9274637171244984,59
延長,217.5,479.5,37,17,0.8099286393702008,59
forward/long,105.5,492.25,69,20,0.7455051403010039,59
国prolongation延長,249.0,493.0,98,14,0.7980612708999257,59
■ Modern medicine has managed to prolong human life substantially.,187.0,513.0,308,14,0.8148922053224564,59
现代督學成功地大幅延長人题的寿命·,115.0,527.5,146,13,0.7096711858072776,59
Part1通用學字量：使字首分额,300.5,10.0,125,10,0.8003239351963388,60
60MP3 018,44.5,21.0,55,18,0.7839940141386508,60
"ad-:to,toward'",62.0,63.0,88,16,0.8551256770655008,60
admiration [xdmo²re(on],76.5,85.5,115,13,0.8300003295000165,60
ad /mir /ation,109.0,105.5,62,11,0.9219317632112192,60
景仰·佩,217.5,106.0,59,14,0.8700733816544354,60
toward/wonder/名字尾,105.5,119.0,103,10,0.8784112250739613,60
admire,223.5,120.5,69,11,0.7197202525203754,60
• The girl gazed at the superstar in admiration,129.0,140.0,192,10,0.8205646486756324,60
小女皱望着大明星·一获假的神情,108.5,153.0,135,10,0.8260108112533445,60
"abbreviate [brivi,et]",70.0,187.5,102,15,0.7115677726791414,60
ad / brev(i) /ate,108.0,207.0,68,10,0.8235287386861191,60
国寫·,217.5,207.0,57,10,0.7570513098128314,60
to/short/字尾,118.0,219.5,74,11,0.6785972712379625,60
abbreviation缩写·写,246.5,220.5,117,13,0.773775258315356,60
"“Vice President"" is often abbreviated to “VP.""",133.0,240.0,200,10,0.746773369996773,60
「副稳、副裁」经常寫為VP,103.5,253.0,127,10,0.9041440809500361,60
"accelerate [ak’stlo,ret]",70.5,275.5,103,13,0.9322764351920169,60
加速·加快,217.5,295.5,57,11,0.8310265629373204,60
ad / cel / erate,109.5,302.5,61,11,0.8409727125288641,60
acceleration名加速,234.0,310.0,90,10,0.7914312291411363,60
to/speed/勤字尾,116.5,315.5,75,11,0.79511509106635,60
accelerator加速器·油門,253.5,322.5,107,13,0.8806295782931818,60
• This sports car accelerates very fast.,111.5,340.75,161,15,0.8179750999873222,60
這铺超車加速很快,77.0,354.5,72,11,0.8300527816190967,60
"acquiesce [,akwi’cs]",66.5,377.5,95,15,0.9283671553413837,60
ad / qui / esce,109.0,396.0,62,16,0.9437028387282412,60
默：顺,218.0,397.0,60,14,0.7518943038169975,60
to/quict/同字尾,117.0,409.5,74,11,0.8134978597152691,60
国acquiescence多默：,249.5,410.5,123,15,0.9416581834962761,60
• The man acquiesced to the unreasonable demand,140.0,430.0,212,12,0.7965783405024922,60
此人顺能不合理的要求,92.0,444.0,102,10,0.957576315964059,60
admonish [xd mans],68.5,466.0,97,12,0.8041203096867181,60
ad / mon / ish,109.5,484.5,59,11,0.931548774569181,60
警告：提醒,218.5,484.5,57,11,0.6755565827428749,60
to/wam/動河字尾,121.0,497.5,74,11,0.8544626047225992,60
admonition警告：提醒,244.5,499.5,111,13,0.6469912185423393,60
军字投以開0·和两接個重子·如，ac.f等·大部分都可以拆解ad-的字·,175.5,527.5,311,11,0.9283538361390432,60
价,56.0,13.5,16,13,0.9308459808095926,61
MP3019,80.0,15.5,36,11,0.8007568694199761,61
• The teacher admonished all the students not to cheat.,176.5,52.0,231,12,0.7442861262590966,61
老師警告所有學生不得作,121.5,65.5,103,9,0.8016154164600637,61
affect [ftkt],79.5,88.5,61,11,0.9695924965925115,61
ad / fect,138.5,108.0,39,14,0.8907534431449413,61
影,234.5,115.5,31,11,0.9637491181052315,61
to/do,136.0,121.5,28,11,0.8427716832526623,61
■ Smoking negatively affects your health.,148.0,142.0,178,14,0.9109966303771976,61
抽封健康有不好的影,117.0,156.0,94,10,0.7689717698123977,61
affirm [5°fsm],82.0,179.5,66,11,0.8046210761092668,61
ad / firm,138.5,198.5,41,13,0.9366926994448637,61
断营·肯定,249.0,199.0,58,10,0.9150382904216455,61
to/firm,138.5,211.5,35,11,0.8527932529573211,61
affirmation断·肯定,274.0,212.0,110,12,0.829316114447613,61
We cannot affirm that this painting is genuine.,164.0,232.0,202,14,0.8687218737758317,61
我們無法明表示温幅量是真,130.0,246.0,120,10,0.760775321014825,61
aggravate[xgro.vet,97.5,270.0,97,10,0.8083607406188671,61
ad /grav /ate,138.5,289.5,59,11,0.8254872916316984,61
加重·惡化,249.0,289.5,58,11,0.9170454474570195,61
to/heavy/勤洞字尾,148.5,302.5,79,13,0.8758168245319357,61
aggravation名加重,264.5,303.5,91,13,0.9556838574869883,61
• Haste will only aggravate the situation.,147.5,323.5,173,13,0.9205987047889959,61
如果太促·只會清局化·,125.5,336.5,113,9,0.7645004942600002,61
"alleviate [5livi,et]",90.5,358.5,85,13,0.8073156620628569,61
ad / lev/ (i)ate,138.5,378.5,63,11,0.9436700054340893,61
缓和·减,248.5,378.5,57,11,0.8994460341245312,61
to/light/字尾,144.5,391.0,73,10,0.8165399313551186,61
alleviation援和,261.0,392.0,84,14,0.9158888840360841,61
• This pill will alleviate your headache.,144.5,412.0,167,12,0.9427052665334732,61
這可以解你的销疼,117.0,426.0,96,10,0.8171963796716943,61
appraise [prez],88.5,449.5,81,13,0.904233137793515,61
ad / praise,138.5,467.5,49,17,0.9298964030085466,61
估價：估,248.0,468.0,58,10,0.8337699075951345,61
to/price,136.0,480.5,36,11,0.8210008853569715,61
appraisal估：估,271.0,481.25,104,12,0.9343724106210379,61
· The government is trying to appraise the damage caused by the,197.5,501.0,273,12,0.761351045487896,61
hurricane.,90.5,514.5,43,11,0.8538690334153413,61
政府正設法估胰所造成的害,134.0,528.0,128,10,0.6533173481205846,61
Part1通用學字量：依字首分,301.5,10.0,127,10,0.9690315216447752,62
6,25.0,20.5,18,17,0.8666618483333703,62
MP3020,50.5,22.5,35,11,0.8392444191871349,62
"appreciate [′prift,et]",67.0,60.5,100,13,0.9388726279332206,62
ad / preci / ate,108.0,79.0,64,14,0.8551327256637127,62
升值：其：感激,231.0,79.0,84,10,0.8282961643799976,62
to/price/同字尾,119.0,91.5,74,11,0.9570675562773096,62
国appreciation升值：欣：感激,258.5,93.5,141,13,0.9379507571982182,62
• The Euro has appreciated a lot against the dollar.,138.0,112.5,214,13,0.771628630824271,62
元到美元大福升值,79.0,126.0,80,10,0.7287871497504754,62
• I really appreciate your help.,94.0,143.5,132,15,0.8626808392825527,62
我真的很感想你的助,83.0,157.0,88,10,0.9227775032273852,62
"ascertain [,xso ten]",63.0,177.5,92,13,0.8064997521773546,62
ad /certain,107.5,196.5,53,17,0.8087788544524908,62
国定·查明,217.5,204.0,57,10,0.8665040120877644,62
to/sure,102.0,209.5,34,11,0.7776754446986223,62
• The information can be ascertained on the Web.,136.0,230.0,208,10,0.9444351109894032,62
這则資可以上查,82.5,243.0,89,12,0.8900538803029604,62
"ob-（oc-,of-,op-):toward,against",114.5,287.0,199,18,0.7885296622513989,62
"obligatory [blrga,tort]",72.0,312.5,108,13,0.8999734576257474,62
ob / lig / atory,107.5,330.5,63,17,0.8401719884036624,62
義務性的：必须的,231.0,331.5,86,13,0.7264035539970547,62
toward/bind/形容字足,108.5,343.0,99,10,0.8088986585557855,62
园obligation務,229.5,344.5,83,13,0.9617936260056221,62
• I did 13 months of obligatory military service.,131.0,363.5,204,15,0.8298253102320581,62
我服通13假月的差兵役,89.5,377.0,101,10,0.8371852334356922,62
objection [obdykjan],66.5,407.5,99,15,0.8389998966827988,62
ob/ject/ion,108.5,427.5,57,11,0.9183782324082701,62
反封,204.5,428.0,33,14,0.6997970015034529,62
against/throw/名字尾,108.5,440.0,101,16,0.9214805375138918,62
object反封,222.5,441.0,69,16,0.7398348401012137,62
Are there any objections to the proposal?,122.0,462.0,178,10,0.7939769368963215,62
温项提案有人反封？,79.5,474.5,81,9,0.8579861179347361,62
objective [obdyktrv],66.5,493.5,97,15,0.9796622283285178,62
ob/ ject / ive,109.0,513.0,58,14,0.7616090533314249,62
目標,206.0,513.0,34,10,0.9476891716201139,62
围客额的,246.5,513.5,41,11,0.8812198866365685,62
against/throw/形容风字尾,113.0,526.0,106,10,0.808254991045264,62
objectivity客靓性,234.5,527.5,91,13,0.9135997748895563,62
MP3021,52.5,14.0,57,22,0.6711671109391869,63
● In his Statement of Purpose the student listed his goal and short-term,192.0,53.5,306,13,0.7452219719940656,63
objectives,70.5,66.0,49,18,0.8025546011888833,63
学生在「請害計量」中列出他的長短程目標·,132.0,80.5,168,13,0.7828993722676111,63
■Do you want my objective opinion?,121.0,100.5,166,13,0.8901507580497612,63
你想要我客歡的意見媽？,98.0,114.5,102,13,0.871307111538884,63
"oblong [ab,log]",64.5,139.0,77,18,0.980124362638559,63
ob/ long,117.5,157.75,49,22,0.8897474627365041,63
長方形的：椭形的,255.0,159.0,88,14,0.8022204431432077,63
toward/long,108.5,172.0,63,18,0.7500548019864911,63
長方形：價形,245.5,172.0,71,14,0.9329599010491294,63
■ An American football is oblong in shape.,132.0,192.75,188,16,0.8563937508957513,63
美式定球的形状為機置形·,98.5,207.0,101,12,0.7644919247881172,63
■ Size A4 printing paper is an oblong.,120.5,226.0,167,16,0.8235093818807687,63
A4大小的影印是長方形。,100.5,240.5,107,13,0.8276408032710223,63
"obsolete [,abso lit]",70.0,263.5,88,17,0.8234675684916982,63
ob/solete,120.0,283.0,52,20,0.8608570782765201,63
淘汰的·時的,241.5,291.5,81,17,0.8331705444346881,63
against/used,107.0,297.5,64,19,0.768033249058337,63
■ Cassette recorders are obsolete.,111.5,319.0,145,14,0.7739486789237736,63
卡式绿普已轻被淘汰了·,99.0,332.0,102,12,0.8591937213379425,63
obstacle [abstok]],70.0,354.75,88,19,0.7954302117224776,63
ob/sta/acle,119.5,374.0,65,20,0.8133195650529328,63
阻役，障,232.0,382.5,64,17,0.7862156377478381,63
against/stand/名字尾,119.0,389.0,100,14,0.808297720458317,63
■ We encountered many obstacles on the way but overcame every one of,197.5,409.0,321,18,0.8117221645022065,63
them.,60.5,423.25,29,17,0.9005956853570735,63
一路上我們遭遇許多阻發，但都一一克服了。,132.5,437.5,169,13,0.8085316649109953,63
obstinate [abstant],75.5,461.0,95,14,0.8099520301645641,63
ob/stin/ate,120.5,480.0,61,16,0.7930873679199865,63
固航的·顽固的,242.5,480.0,79,14,0.826669415775091,63
against/stand/形容铜字尾,125.5,493.5,111,17,0.8944545535999303,63
国obstinacy固,243.5,494.5,87,17,0.7634968962649398,63
● It will be very hard to persuade him for he is an obstinate man.,179.0,513.5,282,19,0.9128757921478866,63
要貌服他很難·因為他很固睛。,107.5,526.5,117,13,0.7585009548793922,63
Part1通用學字：依字首分题,311.0,11.0,138,12,0.7939628470518669,64
MP3022,29.5,24.75,57,20,0.9286594392966341,64
Occident [aksodont],54.5,65.5,103,13,0.9074778648965788,64
oc/cid/ent,101.0,86.0,60,14,0.8299117420109549,64
图西方,205.5,86.5,35,15,0.8597400723101228,64
toward/fall/名同字尾,100.0,100.5,98,13,0.8551965031628043,64
Occidental西方的,239.5,102.5,103,13,0.8468393897483595,64
"■Some say East and West will never meet, meaning the Orient and the",179.0,123.5,326,13,0.9416569660290541,64
Occident will always remain incompatible.,123.5,138.0,199,14,0.8103568728566596,64
有人「東與西永不相逢」·意思是東方與西方永速不合·,142.5,153.0,237,14,0.7538886655626633,64
offend [o′fend],40.0,179.0,76,14,0.7875977595179464,64
国胃犯·得罪,219.0,200.0,62,10,0.9730379025878987,64
of / fend,101.0,206.0,44,18,0.7432254120363283,64
offense名冒犯：進攻,242.0,214.5,106,13,0.9071905661765037,64
against /strike,90.0,222.0,66,14,0.7891819341662994,64
offensive形令人不快的名攻,269.0,230.0,134,10,0.7690202828135801,64
The woman felt offended when she failed to recejve an invitation to the,184.5,251.0,333,10,0.8381789006203796,64
big party.,47.5,267.0,47,16,0.9592627095338241,64
這名女士覺得不快·因為有一場盛大的宴會没有邀清,136.0,281.0,222,12,0.9727733576020529,64
opaque [opek],42.0,308.0,78,14,0.8914164552672543,64
不透明的：理解的,240.5,327.0,101,10,0.800994281006912,64
op/aque,101.5,335.5,45,13,0.8492946607469948,64
opaqueness名不透明：理解,261.0,341.75,146,15,0.8702114546357214,64
against/形容同字尾,101.0,348.0,86,18,0.9570640027846417,64
opacity名不透明：理解,256.0,356.5,110,15,0.8016371851316882,64
■ The university culture is opaque to entering students.,141.5,377.5,253,15,0.8142433286939463,64
大学的文化，新生以理解,82.5,393.0,113,10,0.8393279896976569,64
oppress [′prcs],43.5,418.5,83,15,0.893655580797915,64
壓迫,206.5,440.0,35,14,0.8393064808790638,64
op / press,102.0,440.5,48,15,0.8741870054193933,64
against / press,91.0,454.25,66,17,0.8537088519356382,64
oppression名泊,237.0,455.5,94,13,0.8377753291417667,64
■ The tyrant oppressed his people brutally,115.5,476.0,195,14,0.7496746923112172,64
道名暴君以残酷手段迫他的子民,97.0,490.0,140,10,0.7962801457094042,64
C,45.0,13.0,16,14,0.716435680213198,65
MP3023,70.0,15.0,38,14,0.9040411720989443,65
"re-:back,again,against",107.0,59.0,142,14,0.9429471426215023,65
"regenerate [n°dyno,ret]",92.0,83.5,110,13,0.7797967596031297,65
re/gen /erate,129.5,102.5,63,11,0.9544123351389978,65
再生,227.0,103.0,34,14,0.8349968990688841,65
again/bom/動字尾,128.0,116.5,90,13,0.9345791529441344,65
国regeneration再生,259.0,117.5,96,13,0.9206175278102048,65
• A lizard can regenerate a tail easily,130.5,137.0,161,12,0.8460009413489565,65
蝎要再生一條尾巴很容易·,112.0,152.0,106,10,0.7893604485118555,65
"recuperation [r,kjupo reon",102.5,187.5,131,13,0.7608917155905903,65
re /cuper / ation,128.5,207.0,71,10,0.7791128440873412,65
图康·,241.0,207.0,58,10,0.8215970966654519,65
again/cover/名字尾,128.0,220.0,90,10,0.7961612456985271,65
国recuperate康復·原,268.0,221.5,114,13,0.9280486417618595,65
"■ After the surgery, the man went to the countryside for recuperation",197.5,241.0,297,14,0.7529474092455091,65
手術通後·此人到下去,115.5,255.0,113,10,0.929226223676317,65
redress [rdres],75.0,279.0,74,10,0.9850155249054049,65
re / dress,129.0,298.0,44,16,0.8304664732895772,65
纠正·正：補,255.0,306.0,86,10,0.825104298187782,65
again / dress,121.5,312.5,51,11,0.9819318255652553,65
■ It is time to redress the injustices of the past,149.5,332.0,199,12,0.7659962508964989,65
過去的不公·现在越璃正通来了·,120.5,346.0,123,10,0.8232397864334433,65
"rehabilitation [riho,bslotejon]",108.0,369.5,140,13,0.9851504245926351,65
re / (h)abil / itation,129.0,389.5,84,13,0.9192773645404001,65
覆健,227.0,390.0,34,14,0.8572905167009485,65
again/able/名同字尾,125.0,403.0,88,12,0.8241968365219956,65
rehabitate爱健,255.5,404.0,89,12,0.9101885388892301,65
The drug addict was sent to the rehabilitation center,167.5,425.0,231,10,0.790635123193195,65
該名有毒的人被送去勒戒中心了,124.0,438.0,130,10,0.8330258390245339,65
reimburse Lrim’bss],88.5,461.5,101,13,0.8001033374924329,65
re / in / burse,129.0,480.0,62,16,0.8530780794690289,65
国信·补信,241.5,480.5,59,11,0.8402473231773869,65
back / in / pursc,124.0,493.25,68,16,0.8577889473961884,65
reimbursement名信,264.5,495.0,105,10,0.9640154537463945,65
• The company will reimburse your travel expenses on your return.,195.0,515.0,288,10,0.7894866362730178,65
這出差同来以後·公司會补借你的睛,136.5,528.0,157,12,0.8370757262840411,65
Part1通用學衡字量：字首分题,301.5,10.0,127,10,0.7665967650123983,66
6MP3 024,43.0,20.5,56,21,0.7151895857679094,66
"reincarnation (,rinkor’nefon)",85.5,60.5,135,13,0.9796552608951484,66
re/in/cam/ation,107.5,78.5,85,13,0.9489887724475314,66
·搏世,217.5,79.0,59,14,0.8720341411378212,66
again/in/flesh/名同字足,106.5,90.5,103,13,0.7890774604796109,66
国reincamate博世形得世的,252.0,93.0,128,14,0.9172441488600265,66
• Tibetan Buddhists believe in the reincarnation of the soul.,155.0,112.0,250,12,0.8154203868257658,66
情教徒相信叠选精逗轉世,95.0,126.0,112,10,0.9144864734607162,66
resistance [rzastans],67.5,149.5,99,13,0.8079589072545572,66
re/sist/ance,107.5,168.5,61,11,0.7937637087609927,66
阳力：反抗,217.0,169.0,60,14,0.7596747327433337,66
against / stand/名字尾,105.5,181.5,97,13,0.9439195242027443,66
resist阻播·反抗,232.0,182.5,92,15,0.8923513493886484,66
• Copper is a good conductor because its resistance is small.,157.5,202.0,253,12,0.9586374153091449,66
润是良專體·因怎電阳很小,91.0,215.0,104,10,0.9213305672089386,66
The French Resistance fought the Nazis heroically in World War II,177.5,235.0,291,10,0.6955095585542445,66
法抗二次大载期同英勇抗粹,116.0,248.0,154,10,0.7884769074497412,66
"retaliation [n,talt’e(on]",72.0,271.5,108,13,0.7587564546533502,66
re/tali/ation,108.0,290.0,64,14,0.9439862804310807,66
復,203.5,291.0,33,14,0.8186288974259543,66
back/same/名字尾,108.5,302.5,89,15,0.7383754961038924,66
同retaliate漫,224.5,304.0,75,10,0.9217806269745998,66
• The bombing was in retaliation for an air strike,134.0,322.5,208,13,0.8927524339751942,66
此炸弹攻繁是為了键一次空,99.0,337.5,122,9,0.804458474581873,66
"retrospect [r:tro,spckt]",71.0,360.5,106,13,0.8014910275056305,66
品回,204.0,379.5,30,11,0.8655403501147197,66
retro/spect,108.5,380.0,57,14,0.7480514270064769,66
backward/ look,98.0,392.0,70,14,0.8250131663766557,66
过retrospective回额的图回展,259.0,393.5,144,13,0.8954180547734722,66
"In retrospect, maybe we shouldn’t have invested so much into the",174.5,413.0,277,10,0.8930466376486288,66
project.,55.0,427.5,32,11,0.8253182965739866,66
事後回起来·或許遇填計贵我常初不該投真退多。,140.5,440.0,203,10,0.7606303205353236,66
reveal [n’vil],50.0,463.5,62,11,0.6929640392510382,66
re/veal,108.0,481.0,40,18,0.7045445533960333,66
透露：题示,218.0,481.5,58,11,0.813914590128851,66
back/veil,101.5,494.5,45,11,0.9115470010005178,66
revelation名警示：示,242.0,496.0,106,10,0.873123738315068,66
• The police didn’t reveal the man’s identity.,125.5,514.5,191,15,0.6228794026712058,66
警方没有选露比人的身分,88.0,528.5,98,13,0.8794285140122424,66
MP3025,49.0,13.75,60,24,0.7476380481316443,67
ana-:again,57.0,59.5,72,17,0.8109540569332736,67
analysis [3′nalos],70.0,85.5,96,17,0.7555494943144765,67
ana / lys / is,118.0,105.5,60,17,0.8942400175000325,67
分析@analyses,246.5,106.0,93,20,0.8565398222169879,67
again/loosen/名同字尾,128.0,119.5,102,15,0.8842097315332526,67
analyze分析,243.0,121.0,80,14,0.8362181987318993,67
■ Chemical analysis shows that the water is contaminated with lead.,187.5,141.5,305,13,0.9366991707744697,67
化学分析示水遗到始染,101.0,155.5,112,13,0.8083785246962899,67
"anachronism [nxkro,nizam]",94.0,193.25,144,15,0.7596336325709464,67
時代混，時代错：不合時宜者,281.5,213.5,159,13,0.9679386514002097,67
ana / chron / ism,118.5,220.0,79,14,0.8630658584642128,67
国anachronistic形特代乱的：,270.5,228.5,135,13,0.867247090228594,67
again/time/名字尾,123.5,234.0,93,14,0.8610506467344037,67
不合持宜的,309.5,242.5,47,15,0.7070159537352182,67
"· The movie is set in the 16th century, so it’s an anachronism to hear the",197.5,262.0,323,12,0.8437287294300163,67
characters discussing gravity.,111.5,277.5,133,13,0.7999096091954555,67
電影的背景是16世起·所以到片中人物到重力是搞错時代了·,172.5,291.5,255,13,0.8597056045429782,67
"anagram (°xno,grem]",77.0,317.0,106,14,0.832471801738946,67
ana / gram,118.5,336.0,55,16,0.8470615269391525,67
重组字,224.5,343.0,43,10,0.8947591699796152,67
again / write,113.0,349.5,58,17,0.8390305790595621,67
"• ""Elvis lives!"" is an anagram.",103.5,370.0,137,12,0.8490024520260858,67
Evis ives是一相重相字（Evis拆開可重相每lives）*,144.0,385.5,198,13,0.8110553309944595,67
post-:after,57.5,433.0,73,18,0.8245498241265632,67
postmodern (.post madon],88.5,459.0,129,14,0.8323481296687596,67
post / mod / ern,118.5,478.5,73,13,0.7614573612047535,67
後现代的,230.0,479.0,56,16,0.790960077129188,67
after /measure/形容词字尾,132.5,491.5,113,13,0.8609792801389452,67
圆modem现代的,246.5,492.5,89,15,0.7700210393102198,67
■ Postmodern architecture is not completely utilitarian.,157.5,512.5,247,15,0.8809309417046803,67
後现代建不完全是究用·,105.0,526.5,120,13,0.6942702757457518,67
Part1通用学字：字首分期,312.0,11.0,138,10,0.8990679202377106,68
MP3026,29.0,23.5,58,17,0.892108580365777,68
posterity [pas'tcrot),53.0,65.75,102,16,0.7975276330999967,68
图後世·後代,219.0,85.0,64,14,0.7563645644821044,68
post/erity,100.0,86.0,52,14,0.8670176742109835,68
after/名同字尾,104.5,100.5,63,11,0.8812168427628644,68
国posterior後的：背部的,252.5,101.5,131,15,0.8493704669470962,68
■ We must leave to posterity to judge our success or failure.,153.0,123.5,276,13,0.8590699366018459,68
我們的是非成取，得留給後人去辞断,99.5,138.0,149,10,0.8794930292109212,68
postgraduate [.postgradyut],75.0,162.5,144,13,0.8533451689808216,68
大學業的,220.0,181.75,64,16,0.8494831438348185,68
图研究生,281.5,183.0,45,14,0.9305184510009684,68
post / grad(u) / ate,100.5,190.5,87,13,0.8445381286622138,68
graduate軍案荣生,253.0,198.25,130,15,0.8418456009408004,68
after/step/形容字尾,115.5,204.0,99,12,0.8802342791461293,68
研究所的,266.5,212.5,49,11,0.9711938081598943,68
•I'm going to graduate school for postgraduate studies.,144.0,234.5,256,13,0.9295125101747352,68
我大學業後要念研究所·,77.5,248.0,107,12,0.7904938432347305,68
"· As a postgraduate, I might be able to work as a teaching assistant",170.5,270.0,309,10,0.8320480776398825,68
身為研究生，我或許可以兼任助教,96.0,285.0,140,10,0.9561509356946882,68
postpone [post pon],52.5,309.0,99,14,0.8630832001196551,68
post/ pone,101.0,329.0,54,14,0.7498409696697966,68
延後·使延期,225.5,329.5,71,11,0.9490939353321058,68
after/place,99.5,342.5,55,13,0.8816025608212203,68
国postponement延後,243.5,344.0,109,12,0.7399462288659501,68
■ The meeting had to be postponed for the typhoon.,134.0,364.5,238,13,0.8408191240281592,68
因無融風只得延期。,74.0,379.0,96,10,0.944304050776797,68
preposterous [pri pastoros],70.5,403.5,135,13,0.7944281117212906,68
pre / post/erous,101.0,424.5,80,13,0.8015723925674507,68
荒的，可笑的,230.5,431.5,83,13,0.7347534827642088,68
before/after/形容铜字尾,103.5,437.5,109,13,0.8359789566893596,68
"■ In his essay *A Modest Proposal,"" Jonathan Swift made the",157.5,460.5,283,13,0.9601088779668013,68
preposterous suggestion that excess children be used for food,166.5,475.0,283,14,0.7650901397546245,68
